url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,Perfumer1,Perfumer2,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5
https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-l-eclat-22845.html,manifesto-l-eclat,yves-saint-laurent,France,women,404,933,2014.0,"currant buds, green tea, bergamot, neroli","jasmine, orange blossom, freesia, red rose","vanilla, tonka bean, cashmere wood, sandalwood",anne flipo,loc dong,vanilla,white floral,woody,aromatic,green
https://www.fragrantica.com/perfume/yves-saint-laurent/belle-d-opium-eau-de-parfum-eclat-16978.html,belle-d-opium-eau-de-parfum-eclat,yves-saint-laurent,France,women,404,283,2012.0,"lily, star anise, jasmine, gardenia, mandarin orange","incense, tobacco, fruity notes, pepper, peach, orange blossom","patchouli, licorice, sandalwood, amber",unknown,,white floral,sweet,fruity,soft spicy,amber
https://www.fragrantica.com/perfume/yves-saint-laurent/paris-jardins-romantiques-979.html,paris-jardins-romantiques,yves-saint-laurent,France,women,404,178,2007.0,"grass, mandarin orange","rose, violet, lilac, lily-of-the-valley, lily","musk, sandalwood",unknown,,fresh,floral,green,rose,white floral
https://www.fragrantica.com/perfume/diesel/only-the-brave-music-animation-8077.html,only-the-brave-music-animation,diesel,Italy,men,404,27,2010.0,"amalfi lemon, mandarin orange","violet, virginia cedar, coriander","amber, leather, french labdanum, benzoin, styrax",unknown,,amber,leather,citrus,woody,powdery
https://www.fragrantica.com/perfume/roger-gallet/rose-3482.html,rose,roger-gallet,France,women,404,307,2007.0,"rose, mandarin orange","rose, peony, white flowers","almond milk, amber",angeline poubeau leporini,,rose,floral,fresh,almond,white floral
https://www.fragrantica.com/perfume/azzaro/eau-belle-d-azzaro-1249.html,eau-belle-d-azzaro,azzaro,France,women,405,439,1995.0,"yuzu, bergamot, mandarin orange, peach","freesia, cyclamen, false jasmine","cypress, cedar, honey, amber",nathalie feisthauer,,citrus,floral,woody,fresh spicy,aromatic
https://www.fragrantica.com/perfume/cacharel/amor-amor-in-a-flash-17565.html,amor-amor-in-a-flash,cacharel,France,women,405,958,2013.0,"red apple, apricot, mandarin orange","cinnamon, jasmine","caramel, vanilla, sandalwood",pierre negrin,,caramel,sweet,cinnamon,fruity,vanilla
https://www.fragrantica.com/perfume/cacharel/anais-anais-premier-delice-l-eau-38118.html,anais-anais-premier-delice-l-eau,cacharel,France,women,405,56,2016.0,"pear, sorbet, grapefruit, bergamot","freesia, jasmine, lily-of-the-valley","musk, ambretone, cedar",unknown,,citrus,fruity,sweet,white floral,floral
https://www.fragrantica.com/perfume/giorgio-armani/summer-mania-eau-fraiche-pour-femme-928.html,summer-mania-eau-fraiche-pour-femme,giorgio-armani,Italy,women,405,55,2007.0,pear,jasmine,"white musk, sandalwood, amber",unknown,,powdery,musky,woody,amber,white floral
https://www.fragrantica.com/perfume/giorgio-armani/armani-eau-d-aromes-22879.html,armani-eau-d-aromes,giorgio-armani,Italy,men,405,662,2014.0,"mandarin orange, bergamot","ginger, patchouli","vetiver, sage, cardamom",unknown,,citrus,aromatic,warm spicy,woody,earthy
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-for-him-2008-2695.html,emporio-armani-for-him-2008,giorgio-armani,Italy,men,405,130,2008.0,bergamot,"vetiver, yuzu, sage, cardamom","musk, cedar, tonka bean",unknown,,aromatic,citrus,woody,fresh spicy,musky
https://www.fragrantica.com/perfume/giorgio-armani/onde-mystere-4669.html,onde-mystere,giorgio-armani,Italy,women,405,250,2008.0,"amber, musk, moroccan rose","incense, vanilla absolute",spicy notes,unknown,,amber,warm spicy,musky,powdery,rose
https://www.fragrantica.com/perfume/giorgio-armani/si-sono-io-47190.html,si-sono-io,giorgio-armani,Italy,women,405,37,2017.0,cassis,"rose, freesia","vanilla, amber, patchouli, woody notes",unknown,,vanilla,woody,soft spicy,floral,aromatic
https://www.fragrantica.com/perfume/mugler/angel-eau-de-toilette-12748.html,angel-eau-de-toilette,mugler,France,women,405,3721,2011.0,"pink pepper, bergamot","red berries, praline","patchouli, vanille, virginia cedar, musk",amandine clerc-marie,,sweet,woody,patchouli,fruity,musky
https://www.fragrantica.com/perfume/mugler/wonder-bouquet-46518.html,wonder-bouquet,mugler,France,unisex,405,387,2017.0,"shiso, petitgrain, lily-of-the-valley, orange, tangerine","brioche, jasmine sambac, tuberose, orange blossom, rose","beeswax, hazelnut, vanilla, cashmeran",jean-christophe hérault,,white floral,sweet,nutty,woody,beeswax
https://www.fragrantica.com/perfume/ralph-lauren/polo-explorer-1955.html,polo-explorer,ralph-lauren,USA,men,405,513,2007.0,"mandarin orange, bergamot","leather, coriander","sandalwood, mahogany, amber",harry fremont,honorine blanc,woody,citrus,aromatic,leather,powdery
https://www.fragrantica.com/perfume/ralph-lauren/ralph-love-35227.html,ralph-love,ralph-lauren,USA,women,405,209,2016.0,red apple,pink rose,cotton candy,unknown,,sweet,rose,fruity,caramel,fresh
https://www.fragrantica.com/perfume/valentino/vendetta-donna-2584.html,vendetta-donna,valentino,Italy,women,405,519,1991.0,"plum, peach, aldehydes, hiacynth, orange blossom, water lily, green notes, bergamot","honey, tuberose, marigold, carnation, narcissus, ylang-ylang, orris root, jasmine, rose, heliotrope, orchid","benzoin, amber, sandalwood, vanilla, tonka bean, musk, patchouli, cedar, vetiver",iff,,floral,sweet,fruity,powdery,white floral
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-la-vie-en-rose-2012-14995.html,flowerbomb-la-vie-en-rose-2012,viktor-rolf,Netherlands,women,405,127,2012.0,"tangerine, tea, mandarin orange, pink pepper, bergamot","rose, freesia, lily-of-the-valley","patchouli, amber",unknown,,citrus,floral,rose,green,soft spicy
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-la-vie-en-rose-2016-37511.html,flowerbomb-la-vie-en-rose-2016,viktor-rolf,Netherlands,women,405,62,2016.0,"bergamot, green tea, pink pepper, mandarin orange, grapefruit","rose, orchid, red berries, freesia, lily-of-the-valley, jasmine","cashmere wood, amber, patchouli, vanila, caramel",unknown,,rose,citrus,floral,woody,sweet
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-la-vie-en-rose-2018-48477.html,flowerbomb-la-vie-en-rose-2018,viktor-rolf,Netherlands,women,405,57,2018.0,"grapefruit, tea, pink pepper","orchid, rose, jasmine sambac","amber, cashmeran, patchouli",unknown,,citrus,floral,rose,woody,amber
https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-pure-illusion-46134.html,black-opium-pure-illusion,yves-saint-laurent,France,women,405,103,2017.0,"pear, pink pepper, orange blossom","coffee, almond, jasmine, licorice","vanilla, cedar, patchouli, cashmere wood",unknown,,sweet,coffee,vanilla,almond,woody
https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-libre-cologne-tonic-18373.html,l-homme-libre-cologne-tonic,yves-saint-laurent,France,men,405,167,2013.0,"watery notes, lemon verbena, pink pepper","violet, aldehydes, basil","vetiver, cashmeran, musk, amber, leather",olivier polge,,fresh,aromatic,aquatic,powdery,woody
https://www.fragrantica.com/perfume/yves-saint-laurent/paris-premieres-roses-2012-14831.html,paris-premieres-roses-2012,yves-saint-laurent,France,women,405,78,2012.0,"hamanasu or japanese rose, violet, orange blossom","rose, lily-of-the-valley, peony","white musk, sandalwood",unknown,,rose,floral,fresh,white floral,powdery
https://www.fragrantica.com/perfume/yves-saint-laurent/parisienne-l-eau-14965.html,parisienne-l-eau,yves-saint-laurent,France,women,405,144,2012.0,"rose, green notes, vinyl, violet leaf","black currant, cranberry, red berries","musk, patchouli, cedar",unknown,,fruity,woody,rose,green,musky
https://www.fragrantica.com/perfume/biotherm/eau-de-paradis-8395.html,eau-de-paradis,biotherm,France,women,405,181,2010.0,"red berries, raspberry, amalfi lemon, pomegranate, black currant, blueberry","freesia, rose","virginia cedar, musk, sandalwood",bernard ellena,,fruity,sweet,woody,citrus,floral
https://www.fragrantica.com/perfume/biotherm/eau-pure-3987.html,eau-pure,biotherm,France,women,405,455,2008.0,"lime, grapefruit, kiwi, lemon, rhubarb","green tea, lotus","musk, patchouli, oakmoss",nathalie lorson,,citrus,green,fruity,aromatic,floral
https://www.fragrantica.com/perfume/azzaro/chrome-pure-43131.html,chrome-pure,azzaro,France,men,406,912,2017.0,"mandarin orange, bergamot","watery notes, orange blossom, akigalawood","tonka bean, mate, white musk, cedar",jacques huclier,olivier pescheux,citrus,woody,aromatic,aquatic,sweet
https://www.fragrantica.com/perfume/azzaro/azzaro-pour-homme-l-eau-12694.html,azzaro-pour-homme-l-eau,azzaro,France,men,406,788,2011.0,"yuzu, amalfi lemon, grapefruit","lavender, geranium","sandalwood, vetiver, patchouli, musk",unknown,,citrus,aromatic,fresh spicy,woody,lavender
https://www.fragrantica.com/perfume/azzaro/solarissimo-favignana-49636.html,solarissimo-favignana,azzaro,France,men,406,166,2018.0,"lemon, sugar, sage","rum, ginger, vanilla","amber, white tobacco, chinese cedar",philippe romano,,citrus,vanilla,warm spicy,amber,sweet
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gio-eau-de-parfum-71606.html,acqua-di-gio-eau-de-parfum,giorgio-armani,Italy,men,406,2388,2022.0,"sea notes, green mandarin","clary sage, lavender, geranium","mineral notes, vetiver, patchouli",alberto morillas,,aromatic,marine,mineral,citrus,fresh spicy
https://www.fragrantica.com/perfume/giorgio-armani/ocean-di-gioia-59809.html,ocean-di-gioia,giorgio-armani,Italy,women,406,1563,2020.0,"pear, green notes, citruses","water jasmine, salt, lily-of-the-valley, rose","musk, sandalwood",marypierre julien,sonia constant,white floral,fresh,green,fruity,citrus
https://www.fragrantica.com/perfume/giorgio-armani/armani-code-sport-11649.html,armani-code-sport,giorgio-armani,Italy,men,406,1481,2011.0,"mint, mandarin orange","lemon, ginger flower","vetiver, water notes, amber",jacques cavallier,,citrus,aromatic,green,warm spicy,fresh
https://www.fragrantica.com/perfume/giorgio-armani/armani-code-summer-pour-femme-5746.html,armani-code-summer-pour-femme,giorgio-armani,Italy,women,406,98,2009.0,"water notes, bitter orange, neroli, pear","african orange flower, jasmine, ginger, cyclamen","musk, woodsy notes, vanilla",unknown,,white floral,citrus,fresh,aquatic,sweet
https://www.fragrantica.com/perfume/giorgio-armani/armani-code-summer-pour-femme-2010-7905.html,armani-code-summer-pour-femme-2010,giorgio-armani,Italy,women,406,112,2010.0,"bitter orange, neroli, pear","ginger, jasmine, cyclamen, african orange flower","musk, vanille, woodsy notes",unknown,,citrus,white floral,fresh,floral,warm spicy
https://www.fragrantica.com/perfume/giorgio-armani/santal-dan-sha-78477.html,santal-dan-sha,giorgio-armani,Italy,unisex,406,295,2022.0,"guatemalan cardamom, calabrian bergamot, violet leaf","elemi, musk, olibanum","sandalwood, virginia cedar, dreamwood",fabrice pellegrin,,woody,warm spicy,aromatic,powdery,citrus
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-for-men-3793.html,emporio-armani-diamonds-for-men,giorgio-armani,Italy,men,406,1830,2008.0,"bergamot, guaiac wood","sichuan pepper, cedar, vetiver","cacao, amber",jacques cavallier,,woody,cacao,citrus,fresh spicy,warm spicy
https://www.fragrantica.com/perfume/lancome/hypnose-homme-eau-fraiche-3104.html,hypnose-homme-eau-fraiche,lancome,France,men,406,121,2008.0,"ginger, bitter orange, mint",lavender,"patchouli, oakmoss",unknown,,warm spicy,lavender,citrus,aromatic,fresh spicy
https://www.fragrantica.com/perfume/mugler/a-men-fantasm-93266.html,a-men-fantasm,mugler,France,men,406,72,2024.0,"pink pepper, bergamot, citrus","dark chocolate, clary sage",patchouli,unknown,,patchouli,warm spicy,chocolate,soft spicy,aromatic
https://www.fragrantica.com/perfume/mugler/alien-sunessence-edition-limitee-2011-or-d-ambre-11552.html,alien-sunessence-edition-limitee-2011-or-d-ambre,mugler,France,women,406,976,2011.0,kiwi,"jasmine, orchid, vanille","amber, woodsy notes",dominique ropion,,white floral,fruity,amber,floral,sweet
https://www.fragrantica.com/perfume/mugler/angel-aqua-chic-2013-17655.html,angel-aqua-chic-2013,mugler,France,women,406,453,2013.0,"raspberry bloom, green apple",rose water,"patchouli, vanilla",unknown,,fruity,patchouli,rose,floral,vanilla
https://www.fragrantica.com/perfume/mugler/angel-garden-of-stars-violette-angel-712.html,angel-garden-of-stars-violette-angel,mugler,France,women,406,837,2005.0,"sugar, violet leaf, hiacynth","violet, woodsy notes","patchouli, vanilla, oakmoss",francoise caron,,woody,violet,patchouli,powdery,sweet
https://www.fragrantica.com/perfume/prada/prada-candy-kiss-34973.html,prada-candy-kiss,prada,Italy,women,406,2237,2016.0,musk,"musk, orange blossom","musk, vanilla",daniela (roche) andrier,,musky,white floral,vanilla,powdery,sweet
https://www.fragrantica.com/perfume/ralph-lauren/polo-cologne-intense-eau-de-parfum-66411.html,polo-cologne-intense-eau-de-parfum,ralph-lauren,USA,men,406,718,2021.0,"basil, mint, grapefruit","clary sage, violet leaf, thyme","ambroxan, vetiver, patchouli",unknown,,aromatic,fresh spicy,green,woody,citrus
https://www.fragrantica.com/perfume/valentino/valentino-uomo-born-in-roma-green-stravaganza-88989.html,valentino-uomo-born-in-roma-green-stravaganza,valentino,Italy,men,406,1382,2024.0,calabrian bergamot,coffee,vetiver,nathalie lorson,olivier cresp,citrus,coffee,aromatic,fresh spicy,woody
https://www.fragrantica.com/perfume/valentino/valentina-assoluto-15514.html,valentina-assoluto,valentino,Italy,women,406,2038,2012.0,"truffle, peach, bergamot","madagascar vanilla, tuberose, italian jasmine","patchouli, oakmoss, cedar",olivier cresp,,earthy,white floral,woody,vanilla,tuberose
https://www.fragrantica.com/perfume/valentino/valentino-donna-31411.html,valentino-donna,valentino,Italy,women,406,3919,2015.0,"bergamot, grapefruit","iris, bulgarian rose, praline, mahonial","leather, vanilla, patchouli",antoine maisondieu,sonia constant,iris,rose,powdery,leather,vanilla
https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-nuit-blanche-34503.html,black-opium-nuit-blanche,yves-saint-laurent,France,women,406,2275,2016.0,"rice, anise, bourbon pepper","coffee, orange blossom, coriander, peony","vanilla, milk, caramel, sandalwood, white musk",olivier cresp,,lactonic,sweet,vanilla,caramel,coffee
https://www.fragrantica.com/perfume/yves-saint-laurent/elle-1574.html,elle,yves-saint-laurent,France,women,406,5981,2007.0,"litchi, peony, amalfi lemon","pink pepper, rose, jasmine, freesia","patchouli, vetiver, cedar, ambrette (musk mallow)",jacques cavallier,olivier cresp,woody,floral,patchouli,fresh,rose
https://www.fragrantica.com/perfume/yves-saint-laurent/opium-collector-s-edition-2014-28192.html,opium-collector-s-edition-2014,yves-saint-laurent,France,women,406,31,2014.0,"mandarin orange, bergamot","carnation, jasmine","amber, vanilla absolute, vetiver",unknown,,citrus,aromatic,amber,vanilla,floral
https://www.fragrantica.com/perfume/yves-saint-laurent/parisienne-edition-singuliere-17213.html,parisienne-edition-singuliere,yves-saint-laurent,France,women,406,31,2013.0,"blueberry, cranberry, vinyl","damask rose, violet","vetiver, sandalwood",unknown,,fruity,rose,woody,violet,powdery
https://www.fragrantica.com/perfume/yves-saint-laurent/y-live-55810.html,y-live,yves-saint-laurent,France,men,406,839,2019.0,orange blossom,"ginger, bergamot","juniper, sage",unknown,,aromatic,citrus,fresh spicy,white floral,warm spicy
https://www.fragrantica.com/perfume/atelier-cologne/cedrat-enivrant-22841.html,cedrat-enivrant,atelier-cologne,USA,unisex,406,1227,2013.0,"citron, lime, bergamot","mint, juniper berries, basil","vetiver, elemi, tonka bean",ralf schwieger,,citrus,aromatic,fresh spicy,green,woody
https://www.fragrantica.com/perfume/atelier-cologne/pomelo-paradis-29327.html,pomelo-paradis,atelier-cologne,USA,unisex,406,1905,2015.0,"pink grapefruit, calabrian mandarin, black currant","orange blossom, mint, bulgarian rose","vetiver, amber, iris",unknown,,citrus,aromatic,fresh spicy,green,fruity
https://www.fragrantica.com/perfume/biotherm/eau-d-energie-3986.html,eau-d-energie,biotherm,France,women,406,359,2006.0,"orange, mandarin orange, lemon","apricot, jasmine, cyclamen","cedar, musk",unknown,,citrus,fruity,sweet,powdery,
https://www.fragrantica.com/perfume/azzaro/azzaro-chrome-aqua-55454.html,azzaro-chrome-aqua,azzaro,France,men,407,891,2019.0,"grapefruit, green apple, violet leaf","sea notes, basil, mint","cypress, vetiver",jean-christophe hérault,,aromatic,fresh spicy,green,marine,woody
https://www.fragrantica.com/perfume/azzaro/pure-lavender-7050.html,pure-lavender,azzaro,France,men,407,113,2001.0,"lavender, iris, star anise, carnation, cloves, juniper","lavender, orris root","vanilla, tonka bean, white musk, amber",richard ibanez,,vanilla,powdery,lavender,aromatic,iris
https://www.fragrantica.com/perfume/giorgio-armani/orangerie-venise-55756.html,orangerie-venise,giorgio-armani,Italy,unisex,407,350,2019.0,"bitter orange, citruses, bergamot","neroli, buchu or agathosma","ambroxan, cedar, moss",dominique ropion,,citrus,fresh,aromatic,fresh spicy,woody
https://www.fragrantica.com/perfume/giorgio-armani/musc-shamal-55282.html,musc-shamal,giorgio-armani,Italy,unisex,407,384,2019.0,"aldehydes, citruses","musk, rose, jasmine","vanilla, amber, cedar",julie massé,,musky,powdery,aldehydic,fresh,rose
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-black-carat-for-her-13070.html,emporio-armani-diamonds-black-carat-for-her,giorgio-armani,Italy,women,407,244,2011.0,freesia,rose,"benzoin, vanilla",jacques cavallier,,vanilla,amber,floral,rose,warm spicy
https://www.fragrantica.com/perfume/giorgio-armani/si-hair-mist-45318.html,si-hair-mist,giorgio-armani,Italy,women,407,28,2017.0,"blackcurrant syrup, cassis","may rose, freesia","vanilla, patchouli, ambroxan, white wood",unknown,,woody,fruity,floral,soft spicy,vanilla
https://www.fragrantica.com/perfume/giorgio-armani/si-le-parfum-39479.html,si-le-parfum,giorgio-armani,Italy,women,407,361,2016.0,"black currant, bergamot","incense, osmanthus, jasmine","amber, benzoin, vanilla, patchouli leaf",julie massé,,amber,fruity,warm spicy,vanilla,balsamic
https://www.fragrantica.com/perfume/giorgio-armani/si-rose-signature-ii-eau-de-parfum-43453.html,si-rose-signature-ii-eau-de-parfum,giorgio-armani,Italy,women,407,285,2017.0,"black currant, freesia, mandarin orange, bergamot","turkish rose, may rose, iris, osmanthus","vanilla, patchouli, ambrette (musk mallow)",julie massé,,floral,rose,fruity,citrus,vanilla
https://www.fragrantica.com/perfume/lancome/idole-nectar-74137.html,idole-nectar,lancome,France,women,407,1856,2022.0,"grasse rose, rose, turkish rose","caramel, popcorn",vanilla,unknown,,rose,vanilla,caramel,sweet,floral
https://www.fragrantica.com/perfume/lancome/la-nuit-tresor-29157.html,la-nuit-tresor,lancome,France,women,407,11052,2015.0,"pear, tangerine, bergamot","strawberry, vanilla orchid, black rose, passionfruit","praline, caramel, litchi, vanilla, patchouli, incense, coffee, licorice, coumarin, papyrus",amandine clerc-marie,christophe raynaud,sweet,fruity,vanilla,caramel,warm spicy
https://www.fragrantica.com/perfume/lancome/la-nuit-tresor-caresse-40086.html,la-nuit-tresor-caresse,lancome,France,women,407,884,2016.0,"raspberry, litchi, pink pepper, bergamot","almond blossom, damask rose, jasmine","tahitian vanilla, tonka bean, orchid, patchouli, white musk",amandine clerc-marie,christophe raynaud,sweet,floral,fruity,vanilla,rose
https://www.fragrantica.com/perfume/lancome/la-nuit-tresor-edition-limitee-42234.html,la-nuit-tresor-edition-limitee,lancome,France,women,407,46,2016.0,"tangerine, pear, bergamot","strawberry, passionfruit, orchid, black rose","praline, vanilla, caramel, licorice, coffee, coumarin, incense, litchi, papyrus",amandine clerc-marie,christophe raynaud,sweet,vanilla,fruity,balsamic,caramel
https://www.fragrantica.com/perfume/lancome/tresor-elixir-1933.html,tresor-elixir,lancome,France,women,407,94,2007.0,"violet, peach","honey, bulgarian rose, heliotrope, cedar","sandalwood, vanilla, vetiver, musk",unknown,,powdery,woody,vanilla,floral,violet
https://www.fragrantica.com/perfume/maison-martin-margiela/lazy-sunday-morning-lunar-new-year-edition-64431.html,lazy-sunday-morning-lunar-new-year-edition,maison-martin-margiela,France,unisex,407,42,2021.0,"aldehydes, pear, lily-of-the-valley","orange blossom, rose, iris","white musk, ambrette (musk mallow), indonesian patchouli leaf",louise turner,,aldehydic,fresh,musky,fruity,sweet
https://www.fragrantica.com/perfume/maison-martin-margiela/soul-of-the-forest-41185.html,soul-of-the-forest,maison-martin-margiela,France,unisex,407,667,2016.0,"black currant, moss, pimento","balsam fir, labdanum, maple sap","atlas cedar, incense, patchouli",unknown,,woody,amber,warm spicy,aromatic,fresh spicy
https://www.fragrantica.com/perfume/ralph-lauren/polo-blue-1198.html,polo-blue,ralph-lauren,USA,men,407,5356,2003.0,"cucumber, melon, mandarin orange","basil, sage, geranium","suede, woodsy notes, musk",carlos benaim,christophe laudamiel,ozonic,aquatic,aromatic,fresh spicy,green
https://www.fragrantica.com/perfume/yves-saint-laurent/la-collection-jazz-13734.html,la-collection-jazz,yves-saint-laurent,France,men,407,416,2011.0,coriander,"geranium, artemisia, cypress, tarragon",patchouli,jean-francois latty,,aromatic,fresh spicy,herbal,woody,patchouli
https://www.fragrantica.com/perfume/atelier-cologne/tobacco-nuit-35381.html,tobacco-nuit,atelier-cologne,USA,unisex,407,435,2016.0,"cumin, coriander, clementine","tobacco blossom, olibanum, labdanum","tonka bean, cedar, patchouli",unknown,,amber,fresh spicy,woody,white floral,aromatic
https://www.fragrantica.com/perfume/giorgio-armani/sable-nuit-64787.html,sable-nuit,giorgio-armani,Italy,unisex,408,177,2021.0,"olibanum, pink pepper","cedar, benzoin, labdanum, patchouli","olibanum, vanilla, ambroxan",nicolas beaulieu,,amber,woody,warm spicy,soft spicy,vanilla
https://www.fragrantica.com/perfume/lancome/magie-noire-174.html,magie-noire,lancome,France,women,408,5239,1978.0,"galbanum, cassis, cassia, hiacynth, bulgarian rose, raspberry, bergamot","honey, narcissus, cedar, orris root, ylang-ylang, tuberose, jasmine, lily-of-the-valley","oakmoss, spices, civet, patchouli, incense, myrrh, amber, sandalwood, vetiver, musk",unknown,,woody,green,earthy,aromatic,amber
https://www.fragrantica.com/perfume/lancome/miracle-forever-812.html,miracle-forever,lancome,France,women,408,1124,2006.0,"black currant, star anise, peony","almond blossom, heliotrope, mimosa, lily-of-the-valley","vanilla, patchouli, incense, amber, virginian cedar",dominique ropion,olivier polge,floral,soft spicy,vanilla,powdery,woody
https://www.fragrantica.com/perfume/mugler/alien-fusion-53458.html,alien-fusion,mugler,France,women,408,1978,2019.0,"ginger, cinnamon","orange blossom, tuberose","white amber, vanilla",dominique ropion,fanny bal,white floral,warm spicy,amber,tuberose,cinnamon
https://www.fragrantica.com/perfume/mugler/angel-eau-sucree-2016-42302.html,angel-eau-sucree-2016,mugler,France,women,408,164,2016.0,red berries,meringue,"patchouli, vanilla",unknown,,patchouli,sweet,fruity,woody,warm spicy
https://www.fragrantica.com/perfume/prada/luna-rossa-eau-sport-38511.html,luna-rossa-eau-sport,prada,Italy,men,408,453,2016.0,"citron, bergamot","lavender, ginger","ambergris, cedar",unknown,,citrus,lavender,amber,aromatic,fresh spicy
https://www.fragrantica.com/perfume/yves-saint-laurent/blouse-48432.html,blouse,yves-saint-laurent,France,unisex,408,535,2018.0,"pink pepper, bergamot, galbanum","damask rose, angelica","white musk, cashmeran",quentin bisch,,musky,rose,powdery,amber,citrus
https://www.fragrantica.com/perfume/yves-saint-laurent/myslf-eau-de-parfum-84094.html,myslf-eau-de-parfum,yves-saint-laurent,France,men,408,3804,2023.0,"calabrian bergamot, bergamot",tunisian orange blossom,"ambrofix™, patchouli",unknown,,citrus,white floral,patchouli,fresh spicy,woody
https://www.fragrantica.com/perfume/yves-saint-laurent/nu-eau-de-toilette-3169.html,nu-eau-de-toilette,yves-saint-laurent,France,women,408,706,2003.0,"cardamom, neroli, bergamot","jasmine, orchid, iris","incense, musk, vanilla",jacques cavallier,,warm spicy,powdery,white floral,amber,floral
https://www.fragrantica.com/perfume/atelier-cologne/trefle-pur-9423.html,trefle-pur,atelier-cologne,USA,unisex,408,806,2011.0,"bitter orange, basil, cardamom","clover, tunisian neroli, violet leaf","moss, musk, patchouli",jérôme epinette,,green,citrus,floral,fresh spicy,aromatic
https://www.fragrantica.com/perfume/atelier-cologne/clementine-california-42249.html,clementine-california,atelier-cologne,USA,unisex,408,2715,2016.0,"clementine, mandarin orange, juniper berry","basil, star anise, pepper","cypress, haitian vetiver, sandalwood",unknown,,citrus,aromatic,woody,fresh spicy,sweet
https://www.fragrantica.com/perfume/roger-gallet/feuille-de-figuier-48808.html,feuille-de-figuier,roger-gallet,France,unisex,408,136,2018.0,"bergamot, galbanum, mandarin orange","fig leaf, neroli essence","cedar, benzoin",mathilde bijaoui,,green,citrus,fresh,woody,aromatic
https://www.fragrantica.com/perfume/cacharel/amor-amor-elixir-passion-798.html,amor-amor-elixir-passion,cacharel,France,women,409,370,2006.0,"black currant, blood orange, mandarin orange","indonesian jasmine, tiare flower, lily-of-the-valley","benzoin, sandalwood",dominique ropion,laurent bruyere,fruity,citrus,white floral,amber,woody
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gio-acqua-di-life-edition-11755.html,acqua-di-gio-acqua-di-life-edition,giorgio-armani,Italy,men,409,131,2011.0,"sea water, bergamot, neroli","persimmon, watercress, rosemary","amber, french labdanum, patchouli",unknown,,aromatic,marine,fresh spicy,citrus,amber
https://www.fragrantica.com/perfume/giorgio-armani/summer-mania-femme-2705.html,summer-mania-femme,giorgio-armani,Italy,women,409,47,2006.0,"black currant, violet leaf, mandarin orange, orange, cassia, pear","peony, jasmine, lily-of-the-valley, rose, hawthorn","sandalwood, amber, white musk",unknown,,floral,fruity,fresh,white floral,rose
https://www.fragrantica.com/perfume/mugler/a-men-kryptomint-42937.html,a-men-kryptomint,mugler,France,men,409,1582,2017.0,"mint, sage",geranium,"patchouli, chocolate, tonka bean, vanilla, coffee",jacques huclier,,aromatic,warm spicy,green,patchouli,fresh spicy
https://www.fragrantica.com/perfume/mugler/alien-oud-majestueux-31602.html,alien-oud-majestueux,mugler,France,women,409,939,2015.0,"saffron, cardamom","jasmine, cashmeran","agarwood (oud), amber",unknown,,oud,white floral,amber,warm spicy,woody
https://www.fragrantica.com/perfume/mugler/innocent-709.html,innocent,mugler,France,women,409,3699,1998.0,"mandarin orange, bergamot","black currant, red berries, almond","praline, white musk, amber",laurent bruyere,,fruity,sweet,citrus,nutty,almond
https://www.fragrantica.com/perfume/mugler/mirror-mirror-collection-miroir-des-voluptes-11231.html,mirror-mirror-collection-miroir-des-voluptes,mugler,France,women,409,285,2010.0,"bulgarian rose, african orange flower","agarwood (oud), tobacco","patchouli, tonka bean, sandalwood, amber, musk",daphné bugey,nathalie lorson,oud,rose,woody,amber,tobacco
https://www.fragrantica.com/perfume/prada/prada-tendre-2059.html,prada-tendre,prada,Italy,women,409,912,2006.0,"bergamot, neroli, mandarin orange, lemon","tea leaf, tahitian vetiver, guatemalan cardamom, indian jasmine","indonesian patchouli leaf, benzoin, sandalwood, virginia cedar, french labdanum",carlos benaim,clement gavarry,woody,citrus,warm spicy,aromatic,amber
https://www.fragrantica.com/perfume/ralph-lauren/polo-earth-antilles-vetiver-83220.html,polo-earth-antilles-vetiver,ralph-lauren,USA,unisex,409,34,2023.0,"bergamot, green mandarin, neroli","sage, lavender, lily, lysylang","vetiver, cedar, bourbon vanilla",unknown,,aromatic,citrus,woody,vanilla,fresh spicy
